#{"t_start": 1701214375.3774838, "env_id": "None"}
r,l,t
-4500.08,100,753.939986
-6401.97,100,754.198477
-3248.81,73,754.405969
-4291.41,100,754.678403
-1663.63,38,754.782609
-4091.11,100,755.114431
-5401.11,100,755.394235
-4495.0,100,755.639669
-4503.88,100,755.88557
-5699.1,100,756.118319
-1879.85,39,756.211774
-4190.18,100,756.444948
-4897.62,100,756.679634
-3998.67,100,756.924705
505.99,1,756.925704
400.98,2,756.925704
-3593.78,100,757.174257
-4190.46,100,757.410383
-3999.13,100,757.631172
-5895.64,100,757.860082
-4698.03,100,758.104151
-4706.48,100,758.349098
-4593.4,100,758.578647
-4708.42,85,758.781155
-3898.81,100,759.05238
-1490.22,43,759.174207
-2680.47,60,759.3404
-259.64,15,759.385283
-3696.63,100,759.635445
-2984.07,81,759.81477
-3170.37,58,759.956784
-4796.91,100,760.180116
-4499.66,100,760.461893
-685.12,20,760.518021
-589.22,21,760.567935
-4195.24,100,760.843437
-4602.83,100,761.14753
-1418.33,27,761.238866
-3495.93,100,761.595616
-5499.97,100,762.003354
-1917.29,68,762.257571
-5497.03,100,762.611914
-1942.37,52,762.826999
-4900.99,100,763.274513
-4291.21,100,763.708848
-4788.18,100,764.057468
-1628.36,49,764.235145
-4700.27,100,764.557598
501.97,2,764.570264
389.87,5,764.580575
-1920.96,48,764.742297
-5292.7,100,765.05325
501.97,2,765.055251
-1517.61,69,765.297635
23.69,18,765.350597
-5698.45,100,765.661652
-5302.06,100,765.971541
-3702.56,100,766.308537
-3455.84,73,766.537892
-5291.82,100,766.845716
389.88,5,766.870822
-4316.28,85,767.157347
-3091.92,63,767.419359
391.93,4,767.436104
-5083.26,100,767.707267
-2388.82,41,767.831982
-4251.4,95,768.137365
-4803.43,100,768.41654
-4397.62,100,768.707913
-473.97,18,768.751266
-3546.82,92,768.992974
510.99,1,768.993972
-3297.5,100,769.26661
-481.11,19,769.31231
-4798.26,100,769.621852
-251.72,14,769.664095
-2507.78,66,769.846207
-1486.55,41,769.95246
-722.95,29,770.030643
-4100.3,100,770.307348
-4193.27,100,770.595104
-4604.08,100,770.929015
-4999.38,100,771.254158
504.97,2,771.256169
-5000.2,100,771.516891
-2020.2,47,771.63395
-1727.01,49,771.750039
-4606.21,100,771.9934
-4389.31,100,772.229572
-307.37,25,772.29097
-4697.87,100,772.534749
-4901.7,100,772.767323
-4602.96,100,773.022911
-4202.03,100,773.252228
-4483.02,100,773.494983
-5490.46,100,773.734602
-4398.01,100,773.96312
-4512.74,84,774.187274
-563.47,16,774.237042
-5698.45,100,774.477244
-4594.11,100,774.731593
-3462.98,75,774.915965
-5097.0,100,775.151286
-1903.22,45,775.250816
-5090.43,100,775.474491
-5110.96,100,775.694564
-5193.94,100,776.018452
-4903.83,100,776.300429
-255.58,14,776.345345
-986.81,21,776.405655
-416.53,26,776.489469
-283.56,20,776.552934
-5208.39,100,776.837305
-171.28,18,776.884661
-5389.43,100,777.151824
-4494.4,100,777.41243
-6105.58,100,777.648324
-801.42,24,777.712507
-5503.31,100,777.961931
-5291.23,100,778.225397
-4302.65,100,778.468542
505.99,1,778.469547
-2085.97,41,778.562906
-4383.24,100,778.787248
-6196.35,100,779.005012
380.76,7,779.01535
-149.73,14,779.054482
-5097.57,100,779.272032
-5491.21,100,779.496584
-4291.75,100,779.717959
499.94,3,779.729922
-4149.05,94,779.949638
-498.57,22,779.999658
-4605.76,100,780.22372
-503.17,24,780.280588
-3597.83,100,780.502775
-826.54,29,780.563081
-1334.33,30,780.625098
-3090.76,62,780.766255
-1131.67,29,780.830488
-289.69,22,780.883986
-5188.15,100,781.118715
-1104.17,24,781.174998
-2403.2,44,781.272725
-4093.78,100,781.500595
-476.41,19,781.539178
-5094.54,100,781.75702
-4402.96,100,781.978648
-4500.19,100,782.199024
-4501.53,100,782.427161
-5107.41,100,782.656109
-4405.83,100,782.895857
-5006.49,100,783.169717
-4181.9,80,783.372295
-5195.51,100,783.594813
-4295.1,100,783.871577
-5297.71,100,784.108601
-803.89,24,784.169778
-4788.32,100,784.420294
-4991.47,100,784.653698
-2791.96,100,784.906941
-5601.87,100,785.156987
-4593.83,100,785.407177
-3346.54,76,785.585454
-366.13,17,785.630986
-1842.03,32,785.70996
-4398.22,100,785.966797
-4075.09,100,786.238388
-4596.3,100,786.494735
-4707.19,100,786.735862
-4890.35,100,786.980313
60.54,11,787.004808
58.53,11,787.029952
-3196.27,100,787.282605
-5677.87,100,787.532811
-5098.02,100,787.757931
-5202.39,100,787.980132
-5700.57,100,788.199765
-4597.35,100,788.423584
-4485.98,100,788.641435
-1607.65,45,788.742347
-4446.43,72,788.90262
178.81,7,788.920951
-2010.16,46,789.022634
-5301.03,100,789.242568
-5110.42,100,789.467674
508.99,1,789.468674
-5107.76,100,789.685758
-3299.6,100,789.945082
-4296.12,100,790.229601
-2622.13,49,790.335472
-4495.66,100,790.585119
-5099.64,100,790.8257
-4203.79,100,791.110679
-356.65,15,791.150649
-4682.11,100,791.387357
-4403.08,100,791.633303
-5900.64,100,791.89952
-4203.71,100,792.153471
-5002.69,100,792.384673
-1497.71,43,792.509278
-939.18,32,792.592985
-4491.32,100,792.830499
-5398.39,100,793.102979
-4462.34,76,793.325391
-2415.0,47,793.466503
-3030.94,70,793.701674
-3695.09,100,794.135687
-3991.15,100,794.425929
-4701.34,100,794.706058
-4598.98,100,794.941225
168.67,9,794.960237
-5194.42,100,795.196579
-4203.27,100,795.407224
-709.76,25,795.460729
502.94,3,795.470243
-4789.83,100,795.678172
-5098.51,100,795.882936
-4778.88,100,796.100309
-1426.5,49,796.209178
-3997.29,100,796.438375
-501.08,25,796.497581
-4400.72,100,796.711936
-4593.75,100,796.951951
-3689.55,82,797.147295
-5501.74,100,797.380879
-6135.44,91,797.588309
-5398.58,100,797.812535
-959.51,35,797.903682
-2267.1,57,798.042759
-3904.75,100,798.280377
-5098.33,100,798.525042
-924.65,29,798.594565
-5600.29,100,798.813239
-4290.45,100,799.081816
-3237.74,71,799.285847
-4189.1,100,799.515831
-4453.65,75,799.688159
-60.83,15,799.721835
-5300.17,100,799.991967
-78.76,20,800.044972
-4404.08,100,800.294649
-4492.46,100,800.560497
-3406.59,100,800.791641
-4106.37,100,801.039863
-3773.55,80,801.258976
-4288.67,100,801.514603
-1327.71,28,801.580803
-3894.25,100,801.828218
-3889.65,100,802.102597
284.86,6,802.121818
-229.08,8,802.142307
-4493.35,100,802.438516
-475.95,18,802.479288
-4800.23,100,802.852896
-363.67,16,802.885504
-3892.13,100,803.102409
502.97,2,803.112803
-4595.12,100,803.333447
-744.89,33,803.406744
-4404.17,100,803.630519
-5198.35,100,803.841225
-2529.83,50,803.950814
500.97,2,803.951828
85.92,6,803.967244
-3593.6,100,804.210295
-4310.39,100,804.441309
173.69,9,804.459499
-5101.57,100,804.69557
-4999.63,100,804.912296
-786.14,20,804.950727
-3247.99,54,805.064974
-5499.88,100,805.284068
-5102.77,100,805.617901
186.93,5,805.639517
-1659.82,36,805.756312
-4700.05,100,806.097701
-5485.37,100,806.409051
-5499.19,100,806.658849
-4196.03,100,806.89006
-4510.79,100,807.155811
-4803.77,100,807.465266
-4290.0,100,807.758489
-4198.27,100,808.008677
-4703.01,100,808.302562
-4692.99,100,808.677157
-5097.15,100,809.003832
-4295.59,100,809.435949
-5603.62,100,809.657144
-137.23,10,809.674859
-5490.44,100,809.889148
-5302.7,100,810.140044
506.99,1,810.141043
-5302.29,100,810.440259
390.92,4,810.452304
-374.11,18,810.515958
-4795.55,100,810.787146
-2352.0,54,810.92771
-4393.49,100,811.176346
-28.19,8,811.193367
-4598.84,100,811.435297
-3656.48,73,811.602923
-4101.34,100,811.833282
296.97,3,811.834906
-36.27,10,811.858049
-271.31,18,811.895754
-3182.11,61,812.032562
-902.75,25,812.085955
-802.51,24,812.145863
-3683.66,100,812.419922
-5692.93,100,812.715913
-402.7,26,812.811373
-665.62,16,812.859373
-1209.6,26,812.947782
-2881.83,61,813.137817
-4586.34,100,813.416756
-3893.46,100,813.664237
-3704.67,84,813.88479
-4592.8,100,814.131615
174.72,8,814.155099
392.92,4,814.165358
-2761.77,75,814.388396
-3794.67,100,814.680316
-4797.62,100,814.954888
-2464.69,57,815.139253
-4997.66,100,815.435329
-3834.44,91,815.659694
-387.35,20,815.70998
-5297.75,100,815.973361
-5607.8,100,816.211122
-4081.28,82,816.404701
-5500.14,100,816.654627
-4900.02,100,816.90556
-4999.67,100,817.120808
-2648.73,76,817.338146
-4692.51,100,817.596445
-3800.73,100,817.833604
-4703.66,100,818.107764
-4904.16,100,818.357317
-4791.28,100,818.61753
-4488.99,100,818.892722
-4688.93,100,819.155398
-5001.82,100,819.432693
498.94,3,819.441425
-4084.43,81,819.648299
-2610.26,67,819.832226
-4901.04,100,820.07877
-4422.64,89,820.285348
499.94,3,820.29386
-2895.72,100,820.525662
-5199.23,100,820.767401
402.98,2,820.77467
-2153.33,54,820.894758
-28.16,8,820.91608
-908.39,25,820.969923
-2589.34,61,821.111511
-4301.3,100,821.343847
-1760.28,36,821.42207
-4889.75,100,821.646829
-2223.82,49,821.764508
-5992.77,100,821.993171
-1963.09,56,822.131172
-4496.93,100,822.422841
-2017.68,47,822.581306
-26.16,8,822.599458
-4804.53,100,822.843386
-5297.39,100,823.06425
-4295.95,100,823.289483
-1559.85,35,823.362248
-502.86,24,823.415253
501.97,2,823.423046
-5693.53,100,823.639682
-4298.81,100,823.864398
-5090.29,100,824.119931
-3803.6,100,824.359836
-677.85,19,824.411695
-1351.35,34,824.489284
-5206.47,100,824.727006
-717.08,26,824.789998
-3940.89,72,824.948747
-2345.24,75,825.115604
-4694.3,100,825.337896
-1429.15,51,825.468579
-4294.3,100,825.696384
-5402.89,100,825.920896
-5701.99,100,826.136225
291.93,4,826.145885
-4883.53,98,826.360623
-2331.03,52,826.476851
-563.1,37,826.561967
-1009.72,26,826.620927
-4404.66,100,826.873673
-3905.08,100,827.132811
-4599.96,100,827.371739
53.45,12,827.399895
-696.54,23,827.463193
-3597.95,100,827.714332
179.77,7,827.730621
-3796.7,100,827.992129
-5589.85,100,828.400764
-4993.4,100,828.63003
-4696.96,100,828.916013
-5601.11,100,829.219934
-4697.63,100,829.443457
-5093.53,100,829.656357
-5098.35,100,829.869541
-1225.28,30,829.921462
-4292.86,100,830.126268
-597.41,22,830.177682
-804.86,24,830.231869
-1406.84,46,830.326632
-3693.19,100,830.546203
-3697.84,100,830.757041
-3317.88,67,830.935438
390.93,4,830.948628
-4813.16,86,831.183436
-4568.32,96,831.405866
-5099.48,100,831.639368
-3699.69,100,831.887863
-4496.22,100,832.13533
-4390.21,100,832.392315
-4795.08,100,832.655208
-5195.67,100,832.900546
-5493.4,100,833.182869
-3587.72,100,833.499916
-4198.21,100,833.757282
-155.58,14,833.798077
-4185.36,100,834.126277
-360.65,16,834.183263
-4291.4,100,834.493572
-4401.57,100,834.780689
-4092.53,100,835.243826
287.9,5,835.257963
-3683.26,100,835.594114
-410.05,28,835.679486
-4809.5,100,835.981138
-2741.57,73,836.213808
-4907.13,100,836.513163
-3990.7,100,836.786998
-4792.97,100,837.022296
-4901.54,100,837.280454
-1031.93,32,837.36913
-150.5,13,837.408303
-4903.13,100,837.667073
-3248.85,94,837.884624
-5999.5,100,838.112465
-171.9,17,838.159609
-4297.64,100,838.393641
-936.57,31,838.463011
-4000.93,100,838.722572
-1614.81,26,838.786338
-2192.36,63,838.945532
-2153.96,55,839.06762
-3997.95,100,839.316587
-2032.12,51,839.442804
-4108.12,100,839.800999
-3708.38,100,840.101774
-3893.34,100,840.407963
-4901.27,100,840.702461
-172.21,18,840.752366
-3796.57,100,841.064777
-4782.48,100,841.358673
-5304.49,100,841.6457
-4601.04,100,841.922126
-177.29,19,841.972385
-5392.03,100,842.344046
-4297.44,100,842.61346
-4898.86,100,842.910297
-1815.83,46,843.034461
-2885.23,82,843.249458
-454.26,13,843.29469
-5083.01,100,843.552124
-4694.6,100,843.805713
-2121.86,48,843.964749
-4697.99,100,844.258302
-5109.53,100,844.572254
-5298.76,100,844.84948
510.99,1,844.85048
-4897.44,100,845.097928
-4199.46,100,845.333753
400.98,2,845.334257
-2025.23,49,845.450716
-4588.34,100,845.692757
-3793.4,100,845.95259
187.94,5,845.962195
-4576.08,98,846.200326
-3300.18,100,846.457123
-3808.37,85,846.660916
-3519.95,68,846.821192
-3989.9,100,847.08832
-3897.87,100,847.354195
276.77,7,847.374398
-1798.61,44,847.480997
-4196.16,100,847.730791
-4707.34,100,847.978453
-1659.2,35,848.068943
-5488.4,100,848.319655
-5690.21,100,848.563659
-4898.58,100,848.8491
-577.16,20,848.903127
-4898.57,100,849.183201
-1875.19,39,849.2825
-465.69,16,849.324568
-2417.01,47,849.47193
-5299.94,100,849.740489
-4908.55,100,850.059934
-4882.27,100,850.32963
-4199.6,100,850.59132
-4201.75,100,850.850302
-4709.67,100,851.106246
-5192.98,100,851.386455
-5201.94,100,851.67467
-1009.18,25,851.728229
-2842.52,53,851.855036
-5100.92,100,852.103018
-3102.23,65,852.255014
-4608.99,100,852.505105
508.99,1,852.515783
-3682.29,79,852.707405
-5761.99,96,852.931434
-4279.77,100,853.181501
-4887.49,100,853.424174
-5403.27,100,853.666255
287.88,5,853.685402
-4395.11,100,853.955425
-4697.96,100,854.207731
-1267.29,37,854.296551
-5306.55,100,854.529425
-275.3,19,854.589099
-5599.72,100,854.839509
-4588.55,100,855.097718
-4181.33,98,855.331761
-5098.64,100,855.563905
-3360.53,77,855.739833
-4782.37,99,855.962916
-4696.35,100,856.199057
-3512.6,87,856.411632
-4298.55,100,856.645201
-2634.15,50,856.754724
-5568.68,96,856.985309
-787.76,20,857.03021
-4698.04,100,857.28527
-1482.27,40,857.378714
-5903.74,100,857.632023
-4291.27,100,857.893375
-2303.04,44,858.007179
-295.89,23,858.070551
-4802.28,100,858.334772
-3888.13,100,858.587077
-4097.34,100,858.830206
-4603.82,100,859.077148
-5196.34,100,859.473798
-1543.75,32,859.568174
-1034.82,32,859.650606
-1823.71,68,859.82628
-4595.05,100,860.094898
-5501.09,100,860.367965
-5102.63,100,860.626283
-4006.43,100,860.949832
289.92,5,860.96109
52.29,13,861.001593
-390.71,22,861.061292
-1786.08,40,861.171124
-4590.37,100,861.400062
-355.69,16,861.438579
-1309.52,26,861.497681
-4404.82,100,861.727355
-4697.78,100,861.967314
-3691.62,100,862.207565
-3697.3,100,862.44951
-5095.35,100,862.67044
-3486.62,100,862.904745
-1436.16,50,863.033263
-2318.55,47,863.158874
-3891.78,100,863.392655
-4370.03,100,863.633702
405.98,2,863.634702
-5679.27,99,863.898802
-4998.49,100,864.15309
497.94,3,864.163364
-2363.97,57,864.302877
-4596.43,100,864.599091
-3595.49,100,864.869704
-4406.76,100,865.128203
-5500.12,100,865.420989
-4504.6,100,865.677267
-5087.21,100,865.921991
-1810.0,46,866.063431
-760.5,36,866.164905
-1741.33,52,866.295802
-3241.62,71,866.4602
-5689.59,100,866.723431
-4697.54,100,866.979942
-148.6,13,867.022549
-4902.84,100,867.26788
72.7,9,867.291509
-259.63,15,867.334351
-1842.16,53,867.467829
-1889.53,41,867.579051
-5500.25,100,867.846385
-4597.93,100,868.115834
-696.02,24,868.184279
-3125.74,68,868.347963
-4798.84,100,868.592691
-3995.35,100,868.81086
-4898.29,100,869.037338
-4600.61,100,869.261871
-3799.6,100,869.493938
-4491.77,100,869.734473
-4406.33,100,869.973544
-1186.29,41,870.064413
-3999.02,100,870.29113
-3903.82,100,870.538362
-593.43,22,870.6008
-4892.45,100,870.824841
-27.21,8,870.840868
-709.85,25,870.899183
401.98,2,870.907762
-5005.94,100,871.141637
-3436.27,70,871.302135
-4896.97,100,871.533867
-727.29,30,871.611336
274.71,8,871.632572
-1575.95,40,871.720514
-5302.04,100,871.956321
-3900.47,100,872.202849
-2271.02,58,872.334035
-4002.34,100,872.558652
-4297.26,100,872.777907
-3801.12,100,873.0215
-3088.93,81,873.212945
-485.29,21,873.269593
-4694.85,100,873.507784
-4904.28,100,873.741376
-2925.24,67,873.901901
-168.09,17,873.947424
-4305.53,100,874.184403
-4106.88,84,874.374349
-4099.04,100,874.601247
-5305.1,100,874.820464
-5895.52,100,875.056256
-4502.62,100,875.29603
-5100.48,100,875.54054
-5595.23,100,875.795725
-3384.45,82,875.997074
508.99,1,875.998074
-5392.77,100,876.240972
-177.47,20,876.294917
-804.07,25,876.368435
-4967.63,95,876.593276
80.9,6,876.612203
-1586.9,41,876.709981
-4498.97,100,876.956065
400.98,2,876.964069
-34.19,9,876.980271
-5397.92,100,877.220301
-4102.82,100,877.470027
-4105.31,100,877.703837
-4400.03,100,877.929372
-875.41,18,877.966977
-1233.77,31,878.038154
-5500.42,100,878.272801
-4795.71,100,878.527858
-4793.96,100,878.944827
-160.73,15,878.994127
-4995.47,100,879.262261
-1631.63,51,879.393864
-2184.48,41,879.494887
-2679.39,60,879.647511
-5599.59,100,879.884761
-5102.91,100,880.157627
-5102.09,100,880.422255
-4698.98,100,880.720609
-4400.87,100,880.967283
-4202.48,100,881.201793
-1671.21,38,881.294085
-1285.48,43,881.39525
-4697.08,100,881.635107
-4896.32,100,881.866449
-3998.06,100,882.117943
-773.53,39,882.208841
-4798.36,100,882.457394
-4693.52,100,882.694238
-3015.98,67,882.861724
-4399.25,100,883.114131
-5403.64,100,883.364352
-5291.97,100,883.648408
-4297.26,100,883.906275
-4300.08,100,884.163367
-2918.52,67,884.316493
-4992.58,100,884.54695
-2457.54,56,884.693592
-2137.49,72,884.878207
-2996.74,83,885.105634
-4696.56,100,885.380495
-5105.59,100,885.625993
-5194.18,100,885.938187
-4903.85,100,886.206981
-1342.79,32,886.297572
-4100.57,100,886.54579
-4387.19,100,886.788705
-560.52,15,886.828273
-4689.39,100,887.067616
-4390.22,100,887.308721
-5099.62,100,887.557163
-3700.77,100,887.805979
-4801.02,100,888.054615
501.97,2,888.055615
-4605.18,100,888.308977
-1649.62,33,888.392277
-5100.31,100,888.636045
-4003.95,100,888.884336
-6398.82,100,889.126301
-4788.01,100,889.360781
-3983.09,61,889.49427
-6498.52,100,889.724211
-4222.96,88,889.924873
-1669.15,38,890.004234
-361.74,16,890.039667
-4595.97,100,890.285992
-3336.21,91,890.497786
-4187.93,100,890.725316
-463.48,15,890.760558
-1551.69,34,890.846095
-1597.37,44,890.954183
-5587.35,100,891.197049
-4697.89,100,891.45801
-849.03,33,891.54502
-4800.89,100,891.784433
-622.73,28,891.855814
274.61,9,891.873242
-1546.87,33,891.955331
-2430.72,50,892.079785
-5398.54,100,892.303857
-3594.8,100,892.534456
-3302.45,100,892.787218
-2918.19,68,892.956553
-4301.21,100,893.202458
-3940.73,73,893.36629
-4535.16,91,893.5898
-5201.8,100,893.817878
-1320.83,31,893.905658
-3998.24,100,894.178763
-2500.52,43,894.293245
-4106.59,84,894.514062
-5298.83,100,894.793376
-4197.68,100,895.192123
-4792.83,100,895.518935
-5197.2,100,895.767049
-5197.37,100,896.082895
-4001.73,100,896.351683
-4089.99,100,896.64019
-3333.88,70,896.826188
281.79,7,896.838445
-4891.21,100,897.124428
-2555.53,54,897.265736
-1849.53,55,897.414423
-5685.45,100,897.675364
-2476.83,80,897.896527
-354.39,14,897.928927
-4099.35,100,898.210909
-5000.82,100,898.50362
-2737.74,52,898.638401
-3094.08,62,898.802917
-4591.44,100,899.05567
-3799.88,100,899.332858
-234.13,9,899.350562
383.82,6,899.366748
-4798.5,100,899.645658
-4188.26,83,899.851349
-4005.84,100,900.10485
-3403.03,100,900.35666
-370.92,18,900.408561
-5398.19,100,900.653907
-541.54,34,900.742713
-3311.65,100,901.00004
-5107.71,100,901.30002
-4171.14,81,901.547608
-2234.94,55,901.705939
-5602.46,100,901.990331
-4197.84,100,902.271362
-4501.43,100,902.545243
-4100.42,100,902.837261
-1466.32,37,902.946605
-2079.24,40,903.049278
-4904.05,100,903.426773
-3789.87,100,903.716749
-4486.46,100,903.965591
-1784.99,42,904.079141
-2472.04,60,904.234738
-2000.62,64,904.404562
-1684.69,41,904.502826
-3992.73,100,904.732919
-5004.41,100,904.973715
-2415.19,47,905.097712
-250.37,13,905.126605
-5401.45,100,905.393907
-3120.72,68,905.576098
-5403.99,100,905.82145
174.73,8,905.844071
-3969.25,77,906.027887
-1236.4,30,906.100863
-697.58,24,906.158756
-1180.63,40,906.270884
-478.45,20,906.326485
-4998.58,100,906.588166
-4704.33,100,906.84976
-4501.24,100,907.097591
398.95,3,907.107054
-4497.28,100,907.350746
295.93,4,907.36165
-911.57,25,907.445708
-4904.73,100,907.765305
-3889.32,100,908.06389
503.97,2,908.065889
-791.99,22,908.134517
-4492.12,100,908.418936
-1996.54,43,908.549609
-4392.88,100,908.848241
-4092.76,100,909.127872
-5396.39,100,909.377408
53.5,12,909.419797
-1274.11,38,909.515447
-791.36,21,909.565738
-1154.75,34,909.657896
-3897.56,100,909.909261
-1338.24,52,910.059968
-3884.03,82,910.267223
-3863.76,78,910.481351
-2457.08,56,910.643032
-4300.26,100,910.918002
-465.86,16,910.958251
-5298.87,100,911.202143
-4306.04,100,911.512313
-3695.84,100,911.807136
-4713.86,100,912.079273
-3292.49,100,912.363818
-4602.12,100,912.632643
-4492.31,100,912.908606
-1177.34,39,913.014041
-1668.61,38,913.121382
-4203.55,100,913.404416
-366.69,16,913.447989
-4993.6,100,913.732972
508.99,1,913.734987
-3897.59,100,914.020842
-4501.22,100,914.314977
-1884.38,42,914.433656
-435.68,31,914.522542
-4703.66,100,914.791015
-5298.34,100,915.038955
-5291.39,100,915.2947
-4802.59,100,915.573493
-4993.3,100,915.900078
-4893.72,100,916.132157
-4399.01,100,916.354705
-4890.63,100,916.616232
-5585.95,100,916.858833
-3802.49,100,917.106835
-4397.46,100,917.419929
-6001.62,100,917.708395
-1325.88,28,917.810767
-4510.45,100,918.138559
-35.32,10,918.160321
-2004.27,44,918.287979
-1274.89,39,918.420204
-4995.68,100,918.723512
-613.46,27,918.810173
-3594.66,100,919.064298
-126.11,8,919.083833
-4500.97,100,919.35381
496.94,3,919.358344
-3798.95,100,919.613232
-5403.26,100,919.873886
-5808.05,100,920.176669
162.57,10,920.207978
-379.49,20,920.268882
-771.38,17,920.313039
-1740.33,51,920.453753
-5303.64,100,920.702521
-3885.47,100,920.936891
-3994.1,100,921.179554
-890.14,21,921.228305
-384.28,20,921.276465
191.96,4,921.288261
-2550.89,54,921.418759
383.83,6,921.432481
-4804.61,100,921.729916
-4206.29,100,922.038557
-3396.4,100,922.328518
-4004.06,100,922.61471
-2106.76,67,922.798343
-1366.79,37,922.887961
-5285.34,100,923.138792
-1852.22,33,923.211885
-1993.73,42,923.319178
-5708.93,100,923.572061
-4791.2,100,923.825916
-3604.38,100,924.084887
-1030.3,30,924.147855
-4398.88,100,924.395359
-4126.56,88,924.616891
-1919.27,49,924.752776
-4698.11,100,925.017462
-1586.28,41,925.11502
-4497.55,100,925.358094
-1113.0,27,925.427448
-2771.71,59,925.560683
-3712.72,100,925.822517
-2302.72,45,925.947629
-5006.88,100,926.211091
391.91,4,926.221662
-1588.14,42,926.320653
-639.5,31,926.411121
-3260.65,77,926.608666
-3280.66,100,926.907182
-4008.85,100,927.200779
-3699.64,100,927.460634
506.99,1,927.461706
-5193.51,100,927.719099
67.71,9,927.751196
-4702.94,100,928.030818
401.98,2,928.032829
-4886.89,100,928.272616
-3894.74,100,928.527154
-4099.39,100,928.792985
76.86,7,928.809028
-4399.14,100,929.07658
-3907.01,100,929.328654
76.78,8,929.349887
390.88,5,929.359918
-5203.53,100,929.620309
-4591.2,100,929.893839
-3796.94,100,930.160583
-792.22,21,930.207752
-2368.15,58,930.362383
-4402.09,100,930.607234
-3992.14,100,930.870243
-2009.07,47,930.991637
-3785.94,100,931.244524
-4792.26,100,931.473038
-4596.38,100,931.704836
-1320.49,29,931.762028
-4301.41,100,932.052917
-4097.62,100,932.327027
-4201.16,100,932.568373
-1133.44,30,932.631709
501.97,2,932.644593
-1557.37,35,932.723823
-3634.53,92,932.945203
-4803.41,86,933.14122
-5800.67,100,933.367273
-4594.99,100,933.607509
399.95,3,933.621036
-4998.23,100,933.864266
-4705.29,100,934.108963
-4524.75,88,934.311513
-4196.19,100,934.54209
-4195.17,100,934.778119
-1270.76,38,934.862585
-4696.35,100,935.114387
-2335.59,52,935.240126
-5497.2,100,935.466212
-279.95,22,935.518442
-245.39,12,935.547429
-699.83,24,935.610264
-4798.95,100,935.83934
388.89,5,935.848958
-3597.79,100,936.14841
-4442.38,93,936.43426
-3130.02,70,936.656454
-5103.7,100,936.93278
-5193.78,100,937.219199
-3401.55,100,937.497493
-5196.44,100,937.873588
-1495.75,42,937.972819
-3701.02,100,938.199732
285.79,7,938.216538
-5207.94,100,938.448893
-5498.94,100,938.697738
-392.91,23,938.769079
-4445.42,74,938.948746
-4097.09,100,939.194505
-4575.32,100,939.427246
-5504.28,100,939.660903
-4389.74,100,939.908123
-4089.06,100,940.152946
-5806.3,100,940.392948
-257.54,14,940.426742
-5605.98,100,940.65825
-4310.1,100,940.892807
-4131.07,91,941.104615
-4088.25,100,941.370603
-5196.3,100,941.669701
-4733.3,89,941.887998
-4496.74,100,942.165354
-3205.43,100,942.442772
-5310.84,100,942.702518
-4785.2,81,942.914262
-4500.21,100,943.186338
-3857.84,75,943.387585
-4871.04,98,943.622266
-4398.98,100,943.882971
-3165.91,57,944.033949
-1368.18,38,944.130922
-4391.53,100,944.418335
-1987.99,41,944.535695
-262.78,16,944.575721
-5594.11,100,944.820674
-4351.13,93,945.061098
-2290.15,63,945.202547
-720.64,28,945.28303
-3079.38,59,945.522958
-1537.31,53,945.652252
-4508.35,100,945.90859
76.86,7,945.925108
-4695.96,100,946.171435
54.41,12,946.199965
