#{"t_start": 1701214375.3774838, "env_id": "None"}
r,l,t
-5502.25,100,186.232082
-2820.53,49,186.348727
-3487.39,82,186.559602
-4298.23,100,186.806333
-4852.36,73,186.979963
-822.74,29,187.039939
281.76,7,187.060996
-6194.02,100,187.32089
-3403.2,64,187.467693
-5299.91,100,187.712254
-5103.14,100,187.932091
-5005.82,100,188.134357
-6057.36,94,188.322824
-3313.5,66,188.454479
178.81,7,188.47253
396.96,3,188.47453
-3707.98,65,188.608947
-1240.53,31,188.669963
-5201.88,100,188.872069
-3555.37,75,189.025306
-5092.24,100,189.218449
-4687.35,100,189.421378
-3989.75,100,189.620247
-5234.57,90,189.807022
71.78,8,189.821865
-1189.0,22,189.859179
-5343.65,92,190.041173
-4697.97,100,190.240152
-1774.28,38,190.322713
-5591.14,100,190.521673
-6892.66,100,190.725423
-5194.02,100,190.95179
-5408.82,100,191.195344
-1315.67,28,191.252218
-5593.38,100,191.457173
-6296.47,100,191.668427
-3748.95,93,191.89979
-4196.44,100,192.116169
-4443.25,93,192.334972
-6206.32,100,192.585095
-5403.86,100,192.795527
-4995.3,100,193.000946
-4891.33,100,193.254897
-6100.12,100,193.476659
-3892.77,100,193.708041
-5395.33,100,193.94055
-255.59,14,193.979124
-4201.1,100,194.221023
-6004.15,100,194.420522
-4096.55,100,194.624777
-5597.92,100,194.852101
286.91,5,194.859318
-5899.24,100,195.083886
-1256.64,35,195.17316
-5502.17,100,195.390448
-6188.46,100,195.582869
-5199.4,100,195.782465
-4095.76,100,195.986851
-2601.89,43,196.065036
-3117.46,67,196.204765
-5099.76,100,196.405694
-3314.12,66,196.539436
-136.27,10,196.554471
505.99,1,196.555471
-4328.1,90,196.730655
-5186.7,100,196.928672
-4893.4,100,197.133061
-4803.99,100,197.333222
-2488.68,41,197.414679
-4720.43,86,197.600569
-4798.66,100,197.803327
-5292.06,100,198.006806
-4595.5,100,198.209274
-5298.86,100,198.410629
-3890.13,62,198.540682
-3832.06,92,198.726216
-1116.68,26,198.777817
-5310.53,100,198.977724
-2740.83,72,199.118229
-5500.35,100,199.323928
-5197.92,100,199.524485
-1623.51,28,199.579082
-891.92,22,199.618112
-4402.21,100,199.823786
-4805.65,100,200.030182
-5692.11,100,200.229591
-5799.43,100,200.42862
-1321.24,27,200.480547
-5298.84,100,200.678399
-5596.09,100,200.882666
-5500.35,100,201.086646
-1868.42,37,201.157091
-4795.69,100,201.359804
-5600.84,100,201.558571
-4798.67,100,201.756071
-5494.27,100,201.960297
-3787.95,82,202.127691
-705.89,25,202.181369
-6396.98,100,202.414709
-3085.63,60,202.536664
-249.37,13,202.561617
-1750.15,34,202.630948
-4499.32,100,202.835737
-5600.78,100,203.03311
-4997.4,100,203.236715
-2957.73,56,203.351135
-4795.84,100,203.548551
-6292.0,100,203.740194
-5099.46,100,203.942591
-4999.77,100,204.139186
-5799.86,100,204.342015
-2891.29,42,204.417448
-2903.49,64,204.548255
-5896.63,100,204.751255
-5190.53,100,204.959766
-6697.89,100,205.144775
173.76,8,205.162471
-4912.12,100,205.361652
-5807.34,100,205.568193
-6201.02,100,205.768419
-992.37,23,205.813688
-6004.56,100,206.008834
-6396.35,100,206.207785
-5006.36,100,206.424728
-2867.9,56,206.536139
-5182.93,100,206.737341
-787.93,21,206.779589
-1291.07,43,206.877944
-4287.18,100,207.135129
-4099.19,100,207.353867
-903.03,24,207.413157
-1477.4,39,207.495034
-6100.36,100,207.722001
-4789.55,100,207.96567
-4545.77,93,208.160305
-5290.46,100,208.401342
-4995.15,100,208.61479
-929.55,30,208.675413
-261.62,15,208.710473
-4888.25,100,208.91991
-4791.96,100,209.168678
-3858.98,75,209.338129
-6399.13,100,209.558511
-5096.42,100,209.788886
-4187.61,81,209.970354
-5889.72,100,210.198787
-4693.04,100,210.393553
-4697.13,100,210.604283
-2203.56,44,210.697955
-5498.91,100,210.908728
-5392.18,100,211.120684
-5287.79,100,211.321929
-4705.96,100,211.536659
-5897.7,100,211.749321
-5294.66,100,211.950503
-5105.89,100,212.145834
-1534.98,30,212.207265
-5705.82,100,212.408174
-4791.85,100,212.615776
-5001.0,100,212.823167
-4793.93,100,213.029039
-4396.89,100,213.228414
-5897.45,100,213.470897
-3851.19,74,213.624256
-4403.46,100,213.83487
-53.73,14,213.870797
-2494.82,42,213.950573
-3973.32,80,214.115861
-4592.24,100,214.316025
-156.56,14,214.350239
-159.82,15,214.376718
-4097.01,100,214.588295
-1976.69,38,214.671431
-2728.95,48,214.774849
-1644.17,33,214.8403
-3069.83,57,214.952848
-4595.81,100,215.146477
-5703.03,100,215.337569
-6002.17,100,215.539638
-3794.98,63,215.665592
-5801.89,100,215.86971
-266.75,16,215.903934
-448.38,13,215.928455
-4901.2,100,216.128771
-6785.09,100,216.324179
-2757.96,56,216.43335
-3904.61,100,216.642611
-1867.75,37,216.724396
-5901.41,100,216.916182
-234.15,9,216.93381
-3899.55,100,217.134565
81.91,6,217.143078
-6290.29,100,217.342232
-3698.29,100,217.550086
71.77,8,217.567751
-4573.58,77,217.733629
-5656.85,93,217.925699
-2417.44,46,218.029822
-5398.36,100,218.220503
-4597.58,100,218.424167
-4493.52,100,218.631038
295.97,3,218.638547
-2587.11,61,218.762745
-5497.09,100,219.025566
-4794.3,100,219.281616
-5391.74,100,219.499105
-5388.33,100,219.699332
-4756.89,74,219.851252
-2112.53,47,219.955475
-1683.77,40,220.036728
-5297.82,100,220.23924
-5186.91,100,220.437885
-2320.66,49,220.53579
-4789.78,100,220.744896
-4584.46,100,220.93515
287.92,5,220.944928
-5798.42,100,221.134526
-3890.48,100,221.32601
-5892.81,100,221.519021
-4795.68,100,221.718579
-5986.77,100,221.921501
-2398.65,62,222.047289
-5500.05,100,222.239474
-4296.39,100,222.4483
-1232.1,29,222.503115
-597.49,23,222.554923
-4394.67,100,222.767271
-5703.52,100,223.008157
-1211.31,25,223.084708
-5598.27,100,223.307796
-5709.3,100,223.521719
-2078.2,39,223.598086
-153.7,14,223.627936
-5600.06,100,223.870292
-5501.24,100,224.092741
-5698.59,100,224.340731
-6594.15,100,224.563728
-5401.74,100,224.788926
-1467.71,38,224.873918
-5602.16,100,225.099934
-4903.67,100,225.346345
-5799.15,100,225.570446
-4699.79,100,225.793032
-1303.09,24,225.859682
-2301.88,44,225.960942
-5203.7,100,226.20214
-225.14,9,226.218166
-5401.27,100,226.422622
-5089.24,100,226.62354
-5390.94,100,226.822515
-4814.74,87,227.004606
-6103.21,100,227.214764
-6293.51,100,227.417108
-5090.65,100,227.622458
-5301.95,100,227.829234
-3279.24,83,227.994043
-588.01,20,228.046515
-5495.49,100,228.254946
-4601.83,100,228.453833
-6404.17,100,228.656736
-5804.85,100,228.852264
-5194.17,100,229.05348
-6001.97,100,229.254977
-4894.99,100,229.456348
-355.54,14,229.487296
-4492.73,100,229.697645
-5940.38,92,229.875679
-6801.08,100,230.074903
-352.29,13,230.100733
-1461.11,36,230.172466
-4800.05,100,230.36999
-4993.18,100,230.572622
-4793.33,100,230.772365
-5397.69,100,230.988157
-4488.15,81,231.15162
-5294.43,100,231.347916
-4198.16,100,231.546415
-4700.05,100,231.744288
-5461.37,94,231.927455
-5701.38,100,232.124281
-5511.19,100,232.324297
-4902.89,100,232.530739
-5091.96,100,232.72528
-2846.67,53,232.825921
-4697.94,100,233.027211
503.97,2,233.03902
-5189.97,100,233.258365
-4798.24,100,233.460417
-5689.44,100,233.66599
-5603.57,100,233.868817
-133.16,9,233.883331
-5695.17,100,234.093546
-1655.49,35,234.163949
-3028.36,49,234.254165
-2946.47,53,234.357816
-3373.19,58,234.474554
-5590.29,100,234.670683
-4795.84,100,234.894291
-5603.47,100,235.140465
-3486.07,60,235.2968
-4899.05,100,235.519356
-5907.43,100,235.723004
-1029.51,29,235.780001
255.18,13,235.803358
-5501.38,100,236.012761
-5008.04,100,236.222356
-1518.48,27,236.273908
-2540.68,52,236.379686
-6092.71,100,236.578366
-5501.29,100,236.783034
-4677.82,98,236.973077
-6888.6,100,237.170514
-4077.8,100,237.374676
-4801.51,100,237.586318
-2777.3,59,237.705324
-6304.75,100,237.904715
-5500.22,100,238.100878
33.88,16,238.139902
-4798.65,100,238.352064
-4673.42,98,238.555365
-5294.81,100,238.757558
-4670.01,97,238.993358
-4626.59,89,239.223056
-3200.08,84,239.412969
-5205.64,100,239.637151
-5703.88,100,239.905781
-6397.14,100,240.129821
-4159.52,75,240.295846
-4430.49,91,240.528482
401.98,2,240.529482
-5266.29,95,240.738103
-5396.69,100,240.955285
-3824.06,87,241.156798
-6005.46,100,241.400211
-265.84,16,241.434816
-5785.86,100,241.658631
-5698.98,100,241.882664
-3950.87,74,242.052991
-4797.4,100,242.31358
-5082.97,100,242.534234
-5099.7,100,242.744151
-5499.73,100,242.970833
-991.68,21,243.018239
-5201.78,100,243.291461
-2377.92,61,243.462497
-5485.48,100,243.655297
-382.43,20,243.695669
-5000.45,100,243.89439
-380.32,20,243.933112
-677.13,19,243.96536
-371.08,18,244.01069
-4997.89,100,244.215374
-3227.21,70,244.355379
-5600.52,100,244.555234
-6408.51,100,244.774133
-4501.59,100,244.983676
-4466.77,96,245.172117
-5895.37,100,245.378033
-4693.96,100,245.574093
-572.68,17,245.610773
-3282.94,81,245.776785
-5404.32,100,245.967133
-1143.79,32,246.025519
-3817.25,89,246.202378
-5178.0,97,246.402027
-5695.57,100,246.592894
-5097.9,100,246.83198
-4900.24,100,247.093136
-2756.84,54,247.239732
-2037.66,54,247.375552
-4801.32,100,247.617378
-476.92,18,247.665792
-4000.95,100,247.927413
-5101.23,100,248.180363
-556.39,14,248.209457
-5598.87,100,248.454688
-5391.71,100,248.673292
-5397.6,100,248.87749
-4198.81,100,249.083755
-1357.5,35,249.158097
-4591.96,100,249.361361
-5500.27,100,249.556622
392.88,5,249.565627
195.96,4,249.572664
-1003.19,23,249.618092
-5490.38,100,249.821387
-1310.23,25,249.869353
-3558.68,75,250.031595
-4697.46,100,250.229994
-336.17,10,250.249479
-5510.78,100,250.449538
-4495.42,100,250.648488
-2228.7,49,250.741176
-4793.59,100,250.998608
-5399.98,100,251.269969
-5103.36,100,251.505371
-3996.37,100,251.708776
-1482.98,41,251.79699
-3853.44,76,251.954976
-5197.62,100,252.156345
-5197.16,100,252.354248
-4896.67,100,252.564219
-3756.48,74,252.717506
-1152.33,34,252.784444
-4601.37,100,252.987971
-5302.87,100,253.187022
-4399.07,100,253.439986
-4507.51,100,253.648863
-1574.43,39,253.734165
-5201.12,100,253.932999
-5100.45,100,254.136131
-5295.3,100,254.355281
-1755.75,34,254.416714
-4190.15,100,254.625013
-5201.78,100,254.826349
-5398.44,100,255.088484
-4898.81,100,255.341226
-3998.54,100,255.562683
-3100.05,64,255.702129
-452.28,13,255.736261
-3433.07,72,255.926536
-5692.76,100,256.166854
-5799.71,100,256.40053
-5789.53,100,256.636959
-4100.5,100,256.863615
-6491.35,100,257.078931
-3655.7,93,257.308113
-805.48,24,257.375753
-4301.2,100,257.615161
-4600.37,100,257.842489
-4505.06,100,258.084085
-4799.77,100,258.329815
-5293.94,100,258.552344
-4302.71,100,258.772292
-980.58,19,258.81595
-5182.48,100,259.020711
-30.22,9,259.038011
-1218.74,27,259.094533
-6006.36,100,259.296577
-5703.95,100,259.507565
-5098.1,100,259.702945
-5396.2,100,259.904887
-5897.24,100,260.128604
73.76,8,260.143881
-4895.63,100,260.34437
393.91,4,260.352882
-4588.46,100,260.557045
-1146.06,33,260.621655
-5611.96,100,260.825642
-4906.86,100,261.030502
-2622.1,48,261.121511
-3895.03,100,261.321025
-3126.7,49,261.411189
-4606.29,85,261.569795
-3654.08,75,261.730376
-1797.82,44,261.814166
-3963.31,76,261.972654
-4194.19,100,262.179383
-4004.25,100,262.389873
-5401.5,100,262.598231
-5700.47,100,262.802739
501.97,2,262.811468
-3080.55,61,262.935855
-4294.05,100,263.143963
-5890.05,100,263.341056
-5698.39,100,263.561154
-5392.31,100,263.881533
-4052.79,73,264.108693
-5399.54,100,264.379163
-361.55,15,264.412793
-1281.74,40,264.509049
-4126.04,88,264.758637
-5594.09,100,265.030173
-123.09,7,265.058803
-5897.07,100,265.519984
-5508.82,100,265.780856
-4102.32,100,266.047288
-4498.47,100,266.282053
-4376.41,78,266.469162
-5294.57,100,266.733696
-5994.59,100,267.003322
-5899.36,100,267.2594
-141.43,11,267.287895
-1242.57,32,267.379162
-1268.44,37,267.484362
-5083.38,100,267.721191
-5201.02,100,267.964376
-480.85,19,268.012191
-5600.13,100,268.26629
-5403.69,100,268.520672
-5088.99,80,268.720391
-4992.88,100,268.962396
-4894.49,100,269.161335
-6003.13,100,269.366502
-4549.07,92,269.553971
-5294.0,100,269.75492
-3001.46,100,269.976035
-4399.19,100,270.17655
-4387.52,100,270.379067
-3043.09,53,270.488142
-4093.53,100,270.702055
-2291.88,63,270.850795
-5395.1,100,271.109994
-5300.54,100,271.341584
-6493.99,100,271.548572
-3272.82,79,271.741412
-5703.5,100,271.992627
-2392.7,42,272.08603
-5694.54,100,272.310377
-2848.31,75,272.484
-777.8,19,272.525379
-4106.04,100,272.744764
-4596.65,100,272.97605
-4752.96,92,273.221401
-5093.52,100,273.461996
-674.94,18,273.498889
-4707.6,100,273.71899
-1588.87,41,273.816672
-5880.38,100,274.065882
-2562.86,56,274.207381
-4894.01,100,274.420015
-5802.01,100,274.627799
-5796.01,100,274.823329
-4095.96,62,274.965187
-5106.24,100,275.181097
291.93,4,275.192615
-3111.16,67,275.332885
-1485.99,41,275.417425
-5193.71,100,275.626077
-5106.69,100,275.82322
-4695.01,100,276.026812
-384.33,20,276.069029
-5197.52,100,276.265284
-5389.99,100,276.461815
-464.62,16,276.496178
-4288.44,100,276.70189
-5605.99,100,276.896457
-3665.52,95,277.104419
-5014.41,86,277.269176
141.03,15,277.301892
-2411.38,47,277.398974
-4202.86,100,277.600971
-2041.48,53,277.700399
390.91,4,277.711386
-5609.89,100,277.901936
-5303.05,100,278.115514
-6008.6,100,278.319096
-6601.61,100,278.519384
-3685.76,61,278.646393
-1240.58,31,278.71338
-5892.36,100,278.931516
-5295.14,100,279.169462
-5412.88,100,279.375229
-3665.43,76,279.530397
-3898.56,100,279.730833
-1108.86,25,279.77733
-5193.59,100,279.968574
176.86,7,279.983591
-594.48,22,280.023789
-5393.54,100,280.21796
396.96,3,280.22998
-913.01,26,280.284271
-5585.02,100,280.478098
-4692.77,100,280.692889
-5809.05,100,280.923447
-1354.02,35,281.000865
-367.83,17,281.063021
-2086.46,41,281.176518
396.95,3,281.187974
-5187.74,100,281.394733
-1658.43,34,281.462878
-3291.13,62,281.589932
177.82,8,281.606685
-2825.73,49,281.707804
-1150.82,34,281.767632
-2306.91,45,281.8637
186.92,5,281.875213
-4158.95,76,282.024878
-40.36,11,282.048691
-4996.13,100,282.245937
-5592.39,100,282.456579
-3524.83,70,282.605325
-5690.2,100,282.80866
-5897.36,100,283.002168
-4297.6,82,283.16883
-385.76,22,283.211821
502.97,2,283.220056
-1623.52,49,283.317428
-2596.64,65,283.449838
-4794.8,100,283.65011
-246.41,12,283.678375
-2138.05,52,283.782667
-5300.65,100,284.008845
-3399.1,64,284.15535
-6400.87,100,284.353992
-509.48,25,284.405245
-5404.09,100,284.607654
-4589.49,100,284.812318
-4684.48,100,285.013288
-2695.85,63,285.152683
-4404.22,100,285.363377
-3771.25,58,285.480937
-5200.71,100,285.685484
-1516.39,46,285.775226
-362.62,16,285.810565
-3865.54,75,285.960376
-37.35,10,285.976051
-916.29,28,286.036295
-4399.23,100,286.233641
180.84,7,286.247776
-905.09,24,286.294893
-5901.41,100,286.492702
-349.39,13,286.51836
-1355.88,34,286.593132
396.96,3,286.60014
-4507.58,100,286.813431
-5208.29,100,287.054443
-699.63,23,287.104504
-2017.44,48,287.226712
-5568.9,96,287.440271
-5391.45,100,287.675408
-5399.33,100,287.938754
-2073.86,38,288.0266
-4893.96,100,288.246662
-6096.01,100,288.475729
-4493.82,100,288.690685
190.96,4,288.700194
-71.0,17,288.739505
-397.67,23,288.792802
-4291.31,81,288.969105
-5131.64,91,289.201908
-2777.83,60,289.348095
-5602.7,100,289.57289
-6201.44,100,289.802736
-5681.52,100,290.039798
-5099.8,100,290.271147
-4891.7,100,290.500831
-729.92,31,290.570762
-4214.78,66,290.697369
-4944.99,93,290.88171
-5345.0,94,291.078632
-5791.17,100,291.284359
-3297.48,100,291.502828
-3098.72,64,291.629516
-885.79,21,291.673504
-5353.8,93,291.855659
-3376.59,79,292.02581
-3075.04,58,292.147595
-5995.55,100,292.346221
-4698.38,100,292.558059
-5699.75,100,292.760622
-2420.58,48,292.853374
500.97,2,292.855391
-1140.46,32,292.918506
-3395.34,62,293.043221
-4004.4,100,293.251131
-801.56,24,293.302246
-5300.27,100,293.510587
-3840.9,72,293.659068
-2455.47,55,293.767733
-232.15,9,293.789704
-4091.65,100,293.990252
-5504.32,100,294.19499
-5807.88,100,294.417664
-4787.32,100,294.626464
-4311.64,85,294.803854
-5391.19,100,294.997795
-4192.42,100,295.21542
-3772.33,98,295.425956
-5796.6,100,295.631193
-2856.6,54,295.748557
-6699.06,100,295.945225
-3605.87,100,296.158071
-5105.25,100,296.378715
-5600.46,100,296.585209
-4792.68,100,296.789807
-5402.47,100,296.987494
505.99,1,296.987494
-5905.87,100,297.190536
-879.74,19,297.235891
-5602.35,100,297.434749
-3797.97,100,297.647182
501.97,2,297.648182
396.95,3,297.659523
-5702.59,100,297.864106
-5799.67,100,298.063747
-5794.7,100,298.266949
-4690.14,100,298.478702
-5700.31,100,298.684836
-2149.24,54,298.793437
-4893.39,100,298.989404
400.98,2,298.990403
-4288.5,100,299.194573
-4945.84,95,299.397341
-4962.78,96,299.600285
-6393.61,100,299.810769
-4545.76,91,299.998829
-5416.54,87,300.163883
-3625.56,68,300.304627
-4893.26,100,300.516241
-1696.12,43,300.609167
-2973.44,59,300.734496
-3596.41,100,300.944811
-5095.37,100,301.137489
-5700.38,100,301.335278
-2435.25,51,301.432907
-966.68,37,301.510128
-1907.77,45,301.601733
-4162.87,99,301.806239
-4795.98,100,302.006539
-5094.07,100,302.209299
505.99,1,302.210295
-5181.37,100,302.421912
-2847.49,54,302.54087
-4201.87,100,302.752909
-4998.04,100,303.001133
-5401.46,100,303.245509
-5195.7,100,303.466943
-6204.52,100,303.688462
-5191.21,100,303.920533
-4497.35,100,304.13986
-5602.79,100,304.379801
-4092.3,100,304.605699
-4697.14,100,304.841926
-5902.16,100,305.064905
-6592.45,100,305.289558
-5701.54,100,305.502965
-6094.96,100,305.740327
-6299.35,100,305.977275
-5201.46,100,306.200289
-4796.48,100,306.411976
-3532.74,72,306.576633
-5498.46,100,306.798359
-3990.94,100,307.008969
-2994.29,63,307.131653
-273.0,18,307.170023
-4054.46,74,307.312684
75.88,7,307.329343
-5900.78,100,307.58127
-141.31,11,307.610279
-6304.84,100,307.887292
-1976.47,39,307.992456
-2272.39,37,308.073279
-5603.24,100,308.318945
-5591.19,100,308.565884
-5594.3,100,308.826465
-3198.45,65,308.975733
65.71,9,308.996643
-5898.91,100,309.221495
-5197.73,100,309.430908
-5594.23,100,309.644549
-4978.88,98,309.853767
-5702.26,100,310.055834
-2884.1,62,310.176498
-1787.53,40,310.2603
-6098.75,100,310.47242
-3623.69,70,310.62229
-4805.59,100,310.832181
-5399.01,100,311.04193
-6205.9,100,311.239091
-3556.81,55,311.356254
-4988.66,100,311.559497
-4004.16,100,311.764543
505.99,1,311.764543
-1937.09,51,311.877569
-5900.22,100,312.07255
-5302.38,100,312.267411
-5896.81,100,312.481826
-5305.3,100,312.691996
-3997.85,100,312.899452
-4803.84,100,313.104108
-3959.14,75,313.249762
-6004.65,100,313.46507
-1687.64,40,313.558657
-4596.74,100,313.767796
-28.14,8,313.785636
-1125.84,29,313.852814
-3897.41,100,314.063076
-892.22,22,314.103196
-928.98,29,314.157753
-4401.94,100,314.369201
-2329.61,49,314.464899
-5796.99,100,314.677187
-3895.47,83,314.839803
-5394.3,100,315.04326
-4408.1,100,315.250533
-4485.74,100,315.464343
-5200.44,100,315.672
-5392.94,100,315.873527
-1755.14,35,315.95172
-1040.26,32,316.022218
-5403.29,100,316.225998
-4594.2,100,316.425044
-5188.37,100,316.629188
155.26,13,316.658929
-815.23,49,316.773731
-4804.64,100,316.983993
-1526.69,30,317.037119
-5510.43,100,317.234039
-5107.07,100,317.429915
-4903.32,100,317.635659
-6208.12,100,317.826365
-2104.59,45,317.923483
-3599.36,83,318.099664
-1993.04,42,318.198019
-1812.16,45,318.288189
-6091.65,100,318.493995
-4942.45,92,318.669235
-5306.29,100,318.876286
-3367.64,80,319.091761
-5602.93,100,319.319954
-4504.82,100,319.535498
176.78,7,319.551115
-4896.17,100,319.786209
-4283.24,100,320.034189
-1558.81,36,320.109249
-2557.1,75,320.276156
-2880.5,59,320.411566
-1385.76,43,320.507717
-4071.07,100,320.722494
-3659.41,95,320.9337
-5606.03,100,321.174481
-4402.1,100,321.396284
-5205.44,100,321.619448
-5806.54,100,321.849628
-4713.29,87,322.051911
-492.36,21,322.120231
-5401.87,100,322.343526
-2039.97,52,322.450942
-7103.77,100,322.651738
-4998.02,100,322.867669
-1526.2,49,322.967472
-5400.24,100,323.176238
-1726.77,50,323.284097
-5100.15,100,323.50011
-5012.65,100,323.706
-5198.97,100,323.910949
-3791.52,100,324.125019
49.29,14,324.161216
-4909.68,100,324.36993
480.72,7,324.385807
-5008.69,100,324.594572
-5898.58,100,324.795545
-6005.36,100,325.007643
-4797.71,100,325.220123
-6194.69,100,325.420499
-5296.48,100,325.616022
-6503.64,100,325.805839
-1258.14,35,325.871946
-6303.6,100,326.077465
-5602.8,100,326.284849
-5604.09,100,326.497149
-5698.99,100,326.701238
-5296.39,100,326.904787
-2809.97,45,327.001384
-6291.2,100,327.214578
-360.78,15,327.238035
-4897.92,100,327.444731
-5393.64,100,327.643651
-5004.8,100,327.836815
-4602.21,100,328.035764
-385.51,21,328.081654
-3154.02,55,328.188194
-5196.23,100,328.377724
-5704.96,100,328.586771
-3065.35,57,328.709405
-1758.35,34,328.775072
-4904.93,100,328.978398
-6095.44,100,329.194633
-2748.69,54,329.304259
-683.09,20,329.343485
-5257.83,94,329.531556
-3133.93,70,329.669911
-4904.67,100,329.884842
-1030.26,29,329.948599
387.87,5,329.960302
-5703.58,100,330.165604
-6397.19,100,330.376858
-3356.33,75,330.535973
-5388.26,100,330.744249
-4293.04,100,330.952277
-5696.99,100,331.155377
484.79,6,331.163896
-6107.17,100,331.354012
-4609.72,85,331.526769
-5498.59,100,331.733081
-1794.64,43,331.817802
-5793.41,100,332.015392
-5194.18,100,332.219945
-5098.4,100,332.454802
-4609.93,100,332.673059
-3292.33,82,332.849431
-5303.21,100,333.07035
-4598.47,100,333.280049
-31.37,10,333.298092
-4697.51,100,333.505202
-1285.5,41,333.590607
-2686.6,81,333.763556
-5904.47,100,333.970009
-4299.55,100,334.179965
-1464.83,36,334.270066
-559.51,15,334.309433
-5004.59,100,334.526234
-4602.46,100,334.730917
-4098.64,100,334.981494
-3087.28,61,335.151671
-1366.83,36,335.237275
-6191.61,100,335.428201
-4995.13,100,335.645529
-4899.99,100,335.88655
-5162.38,95,336.097216
-3424.57,69,336.256195
-4787.63,100,336.50438
-2568.59,58,336.630476
-2093.72,43,336.726753
-3422.95,69,336.877723
-5405.88,100,337.127797
-5897.68,100,337.348568
-5503.21,100,337.567133
-5200.96,100,337.804195
-5303.24,100,338.025545
-897.45,23,338.089673
183.88,6,338.110736
-4393.78,100,338.343453
-505.07,24,338.392301
-1651.71,34,338.458811
-3304.16,64,338.594428
-4799.22,100,338.795117
-5504.34,100,338.996977
-5395.21,100,339.205003
-418.98,28,339.265633
-5906.23,100,339.473273
-3014.81,66,339.615497
-5399.5,100,339.81788
-1449.26,53,339.924986
-5806.87,100,340.139334
-5001.3,100,340.338645
-5397.37,100,340.547535
-3837.06,71,340.698686
-4504.94,100,340.913281
-4897.37,100,341.12312
-4384.66,100,341.32532
-6301.95,100,341.526143
-4891.46,100,341.726473
-4152.97,73,341.874792
-4394.9,100,342.08562
-2347.7,55,342.200582
-1000.23,23,342.237719
-2142.85,53,342.351814
-1019.95,27,342.399947
-5901.01,100,342.596848
-4897.29,100,342.801656
-813.24,26,342.856375
-3203.89,65,342.982591
-5402.58,100,343.196381
-832.77,31,343.268298
-4095.69,100,343.469471
-5598.24,100,343.679376
-6389.91,100,343.884908
-4797.3,100,344.09206
165.53,10,344.111548
-5095.87,100,344.307339
-1383.85,41,344.394201
-4806.33,100,344.590507
-4197.94,100,344.805364
-842.64,32,344.870944
-4699.83,100,345.092958
-5094.23,100,345.318529
-5301.98,100,345.519418
-3364.35,77,345.67904
-6000.46,100,345.882854
-5403.03,100,346.086516
-2934.08,71,346.247861
-3568.84,78,346.404083
-780.98,20,346.442362
-5992.73,100,346.643926
-5302.45,100,346.848181
-5892.3,100,347.040005
-3760.29,76,347.197741
-1558.15,36,347.269624
-5205.07,100,347.475113
-5400.93,100,347.686959
-4178.85,100,347.899088
-460.5,15,347.934378
-4799.78,100,348.133828
-5101.62,100,348.34347
-4898.34,100,348.542229
-1489.75,41,348.624913
-413.25,26,348.686304
-5702.15,100,348.891801
-4688.54,100,349.094594
-5705.42,100,349.303043
-5301.63,100,349.506011
-5399.06,100,349.714516
-4981.38,99,349.913899
-4599.1,100,350.120436
-5990.8,100,350.330081
-4501.65,100,350.538915
-4095.81,100,350.741019
-6185.85,100,350.960115
-3759.03,74,351.15186
-4899.65,100,351.372922
-4370.33,96,351.579089
-4797.95,100,351.850508
-5905.1,100,352.07212
-4494.7,100,352.315261
-3133.41,51,352.431758
-3052.56,54,352.540496
-749.46,35,352.623626
-35.35,10,352.638595
-5095.09,100,352.85809
-4691.65,100,353.101774
-4400.38,100,353.341448
-3877.9,60,353.464419
-4797.15,100,353.715039
-1776.42,40,353.821442
-5395.31,100,354.060488
-1560.51,35,354.155055
-4090.81,100,354.383615
-4697.95,100,354.588894
-5802.8,100,354.807294
-5104.8,100,355.011461
-4991.32,100,355.217589
-363.77,16,355.259262
-159.79,15,355.292746
387.87,5,355.308836
-5503.53,100,355.530684
-4294.84,100,355.764357
-482.26,20,355.809057
-1821.43,47,355.9075
-5405.39,100,356.119248
-5094.37,100,356.324535
-5498.09,100,356.525336
-4483.65,100,356.736092
-5296.96,100,356.944462
-2604.11,45,357.028946
-4501.03,100,357.240161
-283.24,20,357.28775
-3389.65,61,357.415916
-6091.63,100,357.625281
-4390.98,100,357.837044
-52.48,13,357.869643
506.99,1,357.870642
-5279.84,100,358.076954
-6296.95,100,358.286655
-4482.61,100,358.485524
-793.27,22,358.523546
-3549.07,93,358.728395
-5203.63,85,358.913779
-5903.8,100,359.123477
-369.93,17,359.157853
-276.32,19,359.199039
-2139.47,51,359.30602
-5862.07,96,359.494612
-4997.53,100,359.688298
-2549.03,54,359.801245
-4998.36,100,360.003844
-5181.0,100,360.219119
-4597.64,100,360.439894
178.78,7,360.456374
-3991.11,100,360.661664
168.7,9,360.680904
-455.5,14,360.710655
-5131.84,89,360.899745
-3672.19,79,361.068533
-2840.2,51,361.169112
-4002.08,100,361.37251
-5299.56,100,361.579261
288.9,5,361.59328
-4805.23,84,361.764313
-2871.37,58,361.880567
-4293.48,100,362.09335
-4397.65,100,362.303065
-3680.16,100,362.522275
-5701.55,100,362.755285
-6203.98,100,362.961023
-5992.37,100,363.163765
-5601.7,100,363.369117
-1456.04,35,363.438955
-1469.5,38,363.520279
-2387.98,62,363.645301
-3508.91,100,363.859618
-4894.4,100,364.072466
-512.31,25,364.122229
-5401.58,100,364.324998
-4302.14,100,364.538101
-5500.82,100,364.75201
-4394.88,100,364.965835
-3921.39,69,365.11223
-5698.21,100,365.320473
